CAN,NOR,5634,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,DEN,5936,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ICE,3876,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,CAP,5783,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,STP,9350,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,GNB,6802,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,EQG,9505,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,GAM,6569,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,MLI,7312,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SEN,6426,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,BEN,8613,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,MAA,6235,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,NIR,8028,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,CDI,7990,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,GUI,7116,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,BFO,7820,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,LBR,7574,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SIE,7222,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,GHA,8498,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,TOG,8499,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,CAO,9536,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,NIG,8665,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,GAB,9621,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,CEN,10020,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,CHA,9106,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,CON,10398,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,DRC,10398,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,UGA,11405,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,KEN,11820,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,TAZ,12420,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ZAN,12416,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,BUI,11409,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,RWA,11319,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SOM,12188,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,DJI,11210,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ETH,11120,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ERI,10600,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ANG,10548,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,MZM,13406,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ZAM,12286,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ZIM,12633,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,MAW,12537,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SAF,13011,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,TRA,13011,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,OFS,13134,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,NAM,11933,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,LES,13200,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,BOT,12759,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SWA,13299,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,MAG,14003,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,COM,13124,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,MAS,14910,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SEY,13480,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,MOR,5896,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ALG,6441,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,TUN,6956,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,LIB,7470,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SUD,10185,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,IRN,9611,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,TUR,8225,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,IRQ,9410,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,EGY,8864,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SYR,8932,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,LEB,8878,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,JOR,9074,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,ISR,8926,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,SAU,10352,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,YAR,10981,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,YEM,10981,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,YPR,11295,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,KUW,9976,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,BAH,10435,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,QAT,10479,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,UAE,10796,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,OMA,11105,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,AFG,10496,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,TKM,9750,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,TAJ,10080,'2017-05-14 12:00:00','2017-05-14 12:00:00'
CAN,KYR,9853,'2017-05-14 12:00:00','2017-05-14 12:00:00'
